WORD	BFRQ	CNC	KFCAT	FAM	KFSMP	IMG	KFFRQ	NLET	CMEAN	NPHN	NSYL	T-LFRQ
DIVES	-	-	2	-	4	-	4	5	-	-	2	-
ANGRIER	-	-	-	-	-	-	-	7	-	-	-	-
CONTROLLERS	-	-	-	-	-	-	-	11	-	-	-	-
BENDS	-	-	-	-	-	-	-	5	-	-	-	-
SECRETS	-	-	-	-	-	-	-	7	-	-	-	-
DECADES	2	-	-	-	-	-	-	7	-	-	-	-
EARS	2	-	-	-	-	-	-	4	-	-	-	-
DONATES	-	-	-	-	-	-	-	7	-	-	-	-
JACKS	-	-	-	-	-	-	-	5	-	-	-	-
INTENSE	3	361	10	490	37	340	40	7	432	6	2	94
ITINERARY	-	-	3	-	3	-	3	9	-	9	5	7
NOTIFICATION	-	-	1	-	1	-	1	12	-	11	5	7
TROOPING	-	-	-	-	-	-	-	8	-	-	-	-
VAST	8	-	13	-	54	-	61	4	-	4	1	241
DISTURB	-	-	6	-	8	-	10	7	-	6	2	233
OPIUM	-	552	2	436	2	487	16	5	413	5	2	3
CLEANER	1	-	5	-	7	-	9	7	-	5	2	63
INTRUDE	-	-	1	-	1	-	1	7	-	6	2	39
HONDURAS	-	-	-	-	-	-	-	8	-	-	-	-
ASSERTION	-	-	5	-	7	-	7	9	-	6	3	30
COCOA	-	-	1	-	1	-	2	5	-	4	2	61
BC	-	-	-	-	-	-	-	2	-	-	-	-
COMBUSTION	1	462	3	452	3	505	12	10	-	10	3	9
FLUCTUATIONS	-	-	-	-	-	-	-	12	-	-	-	-
ORDERED	4	-	-	-	-	-	-	7	-	-	-	-
RESPECT	9	280	13	571	79	343	125	7	-	7	2	349
BLUNDER	-	322	2	475	2	432	2	7	408	6	2	60
ANTS	-	-	-	-	-	-	-	4	-	-	-	-
EXCITED	2	-	-	-	-	-	-	7	-	-	-	-
OBSCURE	1	320	10	434	17	354	17	7	362	6	2	85
BACTERIA	-	560	3	460	6	505	8	8	437	8	3	19
SLIT	-	520	3	487	6	508	6	4	-	4	1	52
MERCY	-	239	11	460	18	373	20	5	-	4	2	148
ENQUIRY	-	-	-	-	-	-	-	7	-	8	4	-
ALMANAC	-	-	1	-	1	-	1	7	-	-	3	10
DIARRHOEA	7	-	1	-	1	-	3	9	-	5	3	-
DETAINING	-	-	-	-	-	-	-	9	-	-	-	-
COMPARED	5	-	-	-	-	-	-	8	-	-	-	-
KIDDY	2	-	-	-	-	-	-	5	-	4	2	-
HECK	-	-	1	-	1	-	1	4	-	-	1	-
HELIUM	-	-	3	-	3	-	15	6	-	6	2	10
TOWERING	-	-	6	-	10	-	11	8	-	-	3	21
LEAF	-	593	5	556	9	608	12	4	437	3	1	155
TRACHEA	-	-	2	-	2	-	2	7	-	6	3	-
BEHAVIOUR	5	295	1	573	1	351	3	9	-	7	3	-
CONSISTENCY	-	-	8	-	16	-	18	11	-	11	4	22
WORSE	16	279	13	529	45	339	50	5	390	3	1	450
FACELESS	1	-	-	-	-	-	-	8	-	-	-	-
EXPRESSED	1	-	-	-	-	-	-	9	-	-	-	-
DESTROY	1	367	10	551	30	444	48	7	516	6	2	270
PROCYON	-	-	-	-	-	-	-	7	-	-	2	-
MARRYING	-	-	-	-	-	-	-	8	-	-	-	-
MORGUE	1	572	1	434	1	589	1	6	452	3	1	32
ASHES	-	-	-	-	-	-	-	5	-	-	-	-
STOCKS	-	-	-	-	-	-	-	6	-	-	-	-
INFECTING	-	-	-	-	-	-	-	9	-	-	-	-
CRABS	-	-	-	-	-	-	-	5	-	-	-	-
NOOSE	-	542	2	304	2	593	3	5	-	3	1	10
HEAVENS	13	-	-	-	-	-	-	7	-	-	-	-
BY	338	208	15	598	498	229	5305	2	274	2	1	11454
BOWING	2	-	1	-	2	-	3	6	-	-	2	-
VINEGAR	-	645	3	468	4	562	9	7	361	6	3	92
CHARRED	-	-	-	-	-	-	-	7	-	-	-	-
INDECISION	-	-	4	-	4	-	5	10	-	9	4	11
ANIMALS	5	-	-	-	-	-	-	7	-	-	-	-
BROOMSTICK	-	-	-	-	-	-	-	10	-	8	2	3
DIGEST	-	-	3	-	3	-	3	6	-	6	2	347
GRIEF	-	303	7	505	8	480	10	5	489	4	1	137
TEACH	35	353	11	552	35	429	41	5	455	4	1	382
PRESSURE	9	379	14	544	84	446	185	8	-	5	2	212
SWINDLE	-	-	-	-	-	-	-	7	-	6	2	32
RUNS	2	-	-	-	-	-	-	4	-	-	-	-
MORALLY	-	-	4	-	6	-	7	7	-	-	3	15
TRANSIENT	-	-	2	-	2	-	3	9	-	9	2	24
AVOID	5	-	14	-	49	-	58	5	-	4	2	370
PROCURED	-	-	-	-	-	-	-	8	-	-	-	-
KIDNAP	-	-	-	-	-	-	-	6	-	6	2	44
THEME	11	336	8	524	34	395	55	5	434	3	1	64
YANKED	-	-	-	-	-	-	-	6	-	-	-	-
SYRINGE	-	-	1	-	1	-	1	7	-	6	2	-
MUST	218	297	15	589	349	247	1013	4	300	4	1	4302
LACTATION	-	-	-	-	-	-	-	9	-	8	3	-
MILE	1	460	12	568	27	511	48	4	398	3	1	1020
STRICT	-	-	8	551	11	383	11	6	-	6	1	53
ALLOWANCE	1	-	8	-	12	-	16	9	-	6	3	128
FOLLOWS	4	-	-	-	-	-	-	7	-	-	-	-
LIME	1	590	3	447	4	563	13	4	400	3	1	70
REMARKABLE	2	-	11	-	40	-	47	10	-	-	3	149
REMARKABLE	2	-	11	-	40	-	47	10	-	8	4	149
OCCASIONAL	2	315	13	503	33	276	37	10	350	7	4	147
PHILOSOPHERS	-	-	-	-	-	-	-	12	-	-	-	-
TWIRL	-	-	-	-	-	-	-	5	-	4	1	17
BERET	-	578	-	419	-	517	-	5	392	4	2	25
PRAISING	-	-	-	-	-	-	-	8	-	-	-	-
WRATH	-	304	4	466	9	377	9	5	456	3	1	51
CROSSWALK	-	-	-	-	-	-	-	9	-	-	-	-
TRUMPETING	-	-	-	-	-	-	-	10	-	-	-	-
SUBSTITUTION	-	-	2	-	2	-	2	12	-	12	4	17
MAJESTY	-	-	1	-	1	-	1	7	-	7	3	58
POINTLESS	3	-	1	-	1	-	1	9	-	-	2	-
CLOAKING	-	-	-	-	-	-	-	8	-	-	-	-
DUG	2	-	8	-	15	-	15	3	-	3	1	77
BURNS	-	-	-	-	-	-	-	5	-	-	-	-
INTERMISSION	-	333	1	386	1	402	1	12	-	9	4	11
ORGASMS	-	-	-	-	-	-	-	7	-	-	-	-
TALE	1	352	10	499	15	363	21	4	402	3	1	217
LANDSCAPE	6	542	9	503	13	608	20	9	-	7	2	100
INSISTED	6	-	-	-	-	-	-	8	-	-	-	-
SEMANTIC	1	-	1	-	4	-	7	8	-	8	3	-
MAN	138	618	15	623	319	567	1207	3	607	3	1	7355
POISONED	-	-	-	-	-	-	-	8	-	-	-	-
EFFORT	6	296	14	585	107	367	145	6	-	4	2	717
POLKA	-	477	1	281	1	475	1	5	-	5	2	8
COMICS	-	-	-	-	-	-	-	6	-	-	-	-
YOGURT	-	-	-	-	-	-	-	6	-	-	2	-
EMASCULATING	-	-	-	-	-	-	-	12	-	-	-	-
FORT	-	580	11	418	20	559	55	4	-	3	1	87
MANDATORY	-	-	5	-	6	-	6	9	-	9	4	-
AUSTIN	-	-	4	-	11	-	18	6	-	-	2	-
ASYMPTOTE	-	-	-	281	-	-	-	9	-	8	3	-
APPLIES	3	-	-	-	-	-	-	7	-	-	-	-
BOWLER	-	-	-	-	-	-	-	6	-	4	2	-
LUMINOUS	-	-	6	-	7	-	12	8	-	7	3	34
PLAN	5	357	15	571	95	379	205	4	431	4	1	1873
COLOURS	6	-	-	-	-	-	-	7	-	-	-	-
OFFICE	18	569	14	566	127	518	255	6	425	4	2	1640
CHAIR	10	606	13	617	48	610	66	5	446	3	1	1298
RELENTLESS	-	-	5	-	5	-	5	10	-	-	3	33
ENCOMPASSES	-	-	-	-	-	-	-	11	-	-	-	-
EVALUATION	1	-	4	-	18	-	31	10	-	10	5	-
SWEETLY	-	-	-	-	-	-	-	7	-	-	-	-
HIGHER	13	324	13	574	88	464	160	6	518	-	2	-
SIXTEEN	20	-	10	-	19	-	20	7	-	7	2	194
UNSHEATHE	-	-	1	-	1	-	1	9	-	5	2	1
ADVANTAGE	13	282	12	562	52	292	73	9	-	8	3	404
SINGULAR	2	-	6	-	8	-	14	8	-	8	3	18
PRETZEL	-	-	-	-	-	-	-	7	-	-	2	-
CIRCUMCISED	-	-	-	-	-	-	-	11	-	-	-	-
EARTHQUAKE	1	-	2	-	2	-	9	10	-	6	2	29
BATTERIES	1	-	-	-	-	-	-	9	-	-	-	-
TWITTER	1	-	-	-	-	-	-	7	-	5	2	12
SKINLESS	-	-	1	-	1	-	4	8	-	-	2	-
TANGY	-	-	-	-	-	-	-	5	-	-	-	-
DOCTOR	32	575	11	573	44	600	100	6	544	5	2	1631
CAM	-	-	1	-	1	-	1	3	-	3	1	-
CELEBRITY	-	-	1	-	1	-	3	9	-	9	4	29
LOVABLE	-	-	2	-	2	-	2	7	-	6	3	31
INVOLVE	2	-	9	-	26	-	31	7	-	6	2	235
DISCUSS	9	-	10	-	26	-	28	7	-	6	2	216
MANAGEMENT	16	381	8	518	32	415	91	10	-	9	3	189
ILLINOIS	-	-	-	-	-	-	-	8	-	-	-	-
DEPARTURE	-	-	8	-	15	-	17	9	-	7	3	96
CATERPILLARS	-	-	-	-	-	-	-	12	-	-	-	-
OUTLOOK	2	-	8	-	26	-	36	7	-	5	2	-
IRONIC	-	-	4	-	11	-	13	6	-	6	3	22
TREPIDATION	-	-	-	-	-	-	-	11	-	-	4	15
LIBRARIES	2	-	-	-	-	-	-	9	-	-	-	-
FORTITUDE	-	-	2	-	3	-	3	9	-	8	3	13
WINK	-	515	4	521	6	501	7	4	362	4	1	94
FOOLED	2	-	-	-	-	-	-	6	-	-	-	-
TAURUS	-	-	-	-	-	-	-	6	-	-	2	-
HOUND	-	583	5	433	7	596	7	5	-	4	1	72
EXISTENCE	6	-	12	-	66	-	107	9	-	9	3	217
ESSENTIAL	2	-	13	546	59	268	81	9	-	7	3	226
CHEESE	1	624	7	588	8	592	9	6	502	-	1	271
STICKS	-	-	-	-	-	-	-	6	-	-	-	-
GRABS	-	-	-	-	-	-	-	5	-	-	-	-
FABULOUS	4	-	4	-	6	-	6	8	-	8	3	21
CORTEX	-	-	1	-	2	-	7	6	-	6	2	-
LIGHTHOUSE	-	-	-	410	-	-	-	10	-	6	2	15
SLIP	4	448	10	537	13	497	19	4	407	4	1	759
NICKNAME	2	-	3	-	9	-	10	8	-	6	2	29
GROUNDWORK	-	-	3	-	3	-	3	10	-	8	2	-
POET	2	552	12	544	38	518	99	4	-	4	2	84
HUNTS	1	-	-	-	-	-	-	5	-	-	-	-
FORTY	16	-	12	-	31	-	36	5	-	4	2	283
COUNSELLING	-	-	-	-	-	-	-	11	-	-	-	-
PHASE	3	360	8	516	36	319	72	5	373	3	1	91
ANT	-	604	4	511	5	613	6	3	415	3	1	30
FINGER	6	-	13	-	33	-	40	6	-	5	2	858
MUTINY	1	367	3	428	3	447	3	6	385	7	3	12
TASTY	-	-	1	-	1	-	2	5	-	5	2	18
PLOP	-	-	-	-	-	-	-	4	-	4	1	-
GON	-	-	-	-	-	-	-	3	-	-	1	-
EMERGE	-	-	8	-	16	-	18	6	-	4	2	159
SOAPS	-	-	-	-	-	-	-	5	-	-	-	-
FISHY	-	-	-	-	-	-	-	5	-	4	2	-
DARE	2	291	10	510	19	373	21	4	395	2	1	482
RESOLVED	-	-	8	387	16	278	21	8	-	-	3	18
MODE	1	-	5	-	11	-	21	4	-	3	1	83
KILLED	9	-	-	-	-	-	-	6	-	-	-	-
WIRES	-	-	-	-	-	-	-	5	-	-	-	-
SKELETON	-	-	2	-	2	-	2	8	-	7	3	43
ANNIVERSARY	-	-	12	-	17	-	21	11	-	9	5	40
ROBOT	1	-	1	-	1	-	1	5	-	5	2	-
TYPECAST	2	-	-	-	-	-	-	8	-	-	-	-
TACKY	-	-	-	-	-	-	-	5	-	4	2	-
ELOPED	-	-	-	-	-	-	-	6	-	-	-	-
PERKINESS	-	-	-	-	-	-	-	9	-	-	-	-
DISCLOSE	-	-	5	-	9	-	9	8	-	7	2	62
BONUS	3	-	2	539	2	397	2	5	-	5	2	32
CONTAMINATED	-	-	-	-	-	-	-	12	-	-	-	-
THOSE	153	254	15	570	367	247	850	5	298	3	1	3008
TWENTY	43	-	15	-	67	-	80	6	-	6	2	673
UNIVERSITY	108	533	13	622	86	615	214	10	531	10	5	485
BULBOUS	-	-	-	-	-	-	-	7	-	6	2	-
FRAGILE	-	-	7	-	9	-	10	7	-	6	2	68
PREVENT	2	-	12	-	61	-	83	7	-	7	2	364
PERMITTED	1	-	-	-	-	-	-	9	-	-	-	-
CLASSROOM	-	-	-	-	-	-	-	9	-	-	-	-
UPDATE	-	-	-	-	-	-	-	6	-	-	-	-
FINE	49	328	15	560	111	392	161	4	495	3	1	1078
EXPECTED	8	-	-	-	-	-	-	8	-	-	-	-
UNDERTAKE	1	-	7	-	13	-	13	9	-	7	3	66
GUILTY	3	-	12	-	27	-	29	6	-	5	2	161
EPIC	1	-	3	-	6	-	18	4	-	4	2	22
NORM	-	-	4	-	10	-	10	4	-	3	1	-
SUFFICIENTLY	3	-	-	-	-	-	-	12	-	-	-	-
PURSUITS	-	-	-	-	-	-	-	8	-	-	-	-
RIBS	-	-	-	-	-	-	-	4	-	-	-	-
LOAFERS	-	-	-	-	-	-	-	7	-	-	-	-
UNANIMOUS	-	-	4	-	5	-	5	9	-	9	4	31
PITY	14	303	7	516	12	391	14	4	420	4	2	263
DIOXIDE	-	-	2	-	2	-	2	7	-	7	3	6
RACING	-	-	9	-	15	-	22	6	-	-	2	-
OVERRATED	-	-	-	-	-	-	-	9	-	-	-	-
RELATIVES	1	-	-	-	-	-	-	9	-	-	-	-
AFRICAN	-	-	11	-	21	-	28	7	-	7	3	-
CONTENTIOUS	-	-	-	-	-	-	-	11	-	9	3	2
TAVERNS	-	-	-	-	-	-	-	7	-	-	-	-
BRYAN	-	-	-	-	-	-	-	5	-	-	-	-
BARS	-	-	-	-	-	-	-	4	-	-	-	-
SCHEME	10	328	12	492	24	319	33	6	363	4	1	306
CHOOSING	2	-	-	-	-	-	-	8	-	-	-	-
FOIL	-	509	9	516	10	495	20	4	398	3	1	18
DRIVING	16	-	11	-	42	-	53	7	-	-	2	-
OMEGAS	1	-	-	-	-	-	-	6	-	-	-	-
NEAR	24	337	15	582	140	408	198	4	465	2	1	1338
SHORTEST	-	-	-	-	-	-	-	8	-	-	-	-
BRA	-	629	-	575	-	624	-	3	515	3	1	-
GUY	15	565	11	550	29	551	51	3	-	2	1	360
COTILLION	-	-	1	-	1	-	2	9	-	8	3	-
GLEEFULLY	-	-	-	-	-	-	-	9	-	-	-	-
GLOW	-	-	8	-	15	-	16	4	-	3	1	254
WRESTLING	-	-	1	-	1	-	1	9	-	-	2	-
RENOUNCE	-	297	-	429	-	362	-	8	361	6	2	11
DEFECTIVE	-	-	5	-	6	-	7	9	-	8	3	24
HYPERPLASIA	-	-	1	-	1	-	1	11	-	-	4	-
AIRPORTS	-	-	-	-	-	-	-	8	-	-	-	-
MURDERER	-	-	7	-	12	-	19	8	-	6	3	119
SUTURE	-	-	-	-	-	-	-	6	-	-	2	-
BRILLIANT	9	350	12	493	36	482	50	9	490	8	2	229
VALENTINE	-	-	2	-	2	-	2	9	-	8	3	63
UNHAPPY	1	-	9	-	24	-	26	7	-	6	3	185
EARNEST	1	-	9	-	17	-	18	7	-	5	2	118
MANAGED	7	-	-	-	-	-	-	7	-	-	-	-
COLLEAGUES	7	-	-	-	-	-	-	10	-	-	-	-
WHEEL	-	573	10	566	28	576	56	5	483	3	1	265
HONKS	-	-	-	-	-	-	-	5	-	-	-	-
MISHAP	-	-	4	-	4	-	4	6	-	6	2	9
HAITI	-	-	-	-	-	-	-	5	-	-	-	-
METAPHOR	-	-	3	479	4	-	5	8	-	6	3	3
CONSTELLATIONS	-	-	-	-	-	-	-	14	-	-	-	-
COLOURLESS	1	-	-	-	-	-	-	10	-	-	3	-
RATTLING	-	-	3	-	6	-	7	8	-	-	2	-
GREETING	-	-	3	-	4	-	5	8	-	-	2	75
BREASTS	-	-	-	-	-	-	-	7	-	-	-	-
CRADLES	-	-	-	-	-	-	-	7	-	-	-	-
SHELLY	-	-	-	-	-	-	-	6	-	-	2	-
ACTIVATED	-	-	-	-	-	-	-	9	-	-	-	-
INFORM	3	-	6	-	7	-	7	6	-	5	2	219
THANKS	23	-	-	-	-	-	-	6	-	-	-	-
VIOLENT	1	-	12	-	29	-	33	7	-	-	2	130
VIOLENT	1	-	12	-	29	-	33	7	-	7	3	130
MATT	-	-	2	-	2	-	3	4	-	3	1	-
CUSTOMERS	1	-	-	-	-	-	-	9	-	-	-	-
INACCESSIBLE	-	-	1	-	1	-	1	12	-	10	5	19
HEARTS	-	-	-	-	-	-	-	6	-	-	-	-
OURSELVES	10	-	12	-	46	-	66	9	-	7	3	408
BREAKER	-	-	1	-	1	-	1	7	-	5	2	28
POPCORN	-	-	-	-	-	-	-	7	-	-	-	-
QUARTER	14	509	14	569	28	531	34	7	450	5	2	399
YULETIDE	-	-	-	-	-	-	-	8	-	6	2	-
BETTERS	-	-	-	-	-	-	-	7	-	-	-	-
STERILIZED	-	-	-	-	-	-	-	10	-	-	-	-
SCOOPING	-	-	-	-	-	-	-	8	-	-	-	-
WOLF	2	595	3	537	5	610	6	4	455	4	1	121
LASSO	-	-	1	-	1	-	2	5	-	4	2	-
ARRIVED	6	-	-	-	-	-	-	7	-	-	-	-
SPOT	11	512	12	560	47	507	57	4	442	-	1	516
LETTER	46	577	15	610	70	595	145	6	433	4	2	1748
WIGGLING	-	-	-	-	-	-	-	8	-	-	-	-
TEXTURE	-	-	9	-	13	-	15	7	-	7	2	55
SCREWS	1	-	-	-	-	-	-	6	-	-	-	-
MAILMAN	-	-	-	-	-	-	-	7	-	-	-	-
ELECTRONIC	-	-	8	-	14	-	68	10	-	10	4	-
PRETEND	5	-	6	-	8	-	8	7	-	7	2	272
NIBBLING	-	-	-	-	-	-	-	8	-	-	2	-
PUMICE	-	-	-	-	-	-	-	6	-	5	2	-
VOODOO	1	-	2	-	2	-	2	6	-	4	2	-
INHALERS	-	-	-	-	-	-	-	8	-	-	-	-
PA	2	-	8	-	11	-	32	2	-	2	1	92
COMATOSE	-	-	-	-	-	-	-	8	-	7	3	-
VESTS	-	-	-	-	-	-	-	5	-	-	-	-
SCIENTIFIC	4	-	9	-	47	-	86	10	-	-	3	173
SCIENTIFIC	4	-	9	-	47	-	86	10	-	9	4	173
GOLDFISH	-	-	1	-	1	-	1	8	-	7	2	18
GIM	-	-	-	-	-	-	-	3	-	-	1	-
CARAMEL	-	-	1	-	1	-	1	7	-	7	3	21
CREEPERS	-	-	-	-	-	-	-	8	-	-	-	-
KILLS	-	-	-	-	-	-	-	5	-	-	-	-
GOBBLE	-	-	-	-	-	-	-	6	-	-	1	7
GOBBLE	-	-	-	-	-	-	-	6	-	4	2	7
MONSTROSITY	-	-	3	-	3	-	3	11	-	11	4	-
SEVENTH	3	-	11	-	21	-	31	7	-	5	2	59
INNOVATING	-	-	-	-	-	-	-	10	-	-	-	-
DIFFUSING	-	-	-	-	-	-	-	9	-	-	-	-
ACCELERATORS	-	-	-	-	-	-	-	12	-	-	-	-
COUNTING	2	-	5	-	11	-	12	8	-	-	2	-
OFFENDING	1	-	-	-	-	-	-	9	-	-	-	-
PANHANDLE	-	-	-	-	-	-	-	9	-	-	2	-
LASTLY	-	-	3	-	3	-	3	6	-	-	2	24
GOUT	-	-	2	-	2	-	2	4	-	3	1	3
CAVALIER	-	-	-	-	-	-	-	8	-	6	3	13
DAMAGED	-	-	-	-	-	-	-	7	-	-	-	-
ICON	-	-	-	-	-	-	-	4	-	4	2	-
VET	-	485	1	456	1	494	1	3	382	3	1	-
BUNGALOW	-	564	1	421	1	543	1	8	425	7	3	58
DIGITAL	-	-	2	-	4	-	6	7	-	6	3	-
CLAMS	-	-	-	-	-	-	-	5	-	-	-	-
PARTY	13	496	15	619	87	596	216	5	-	4	2	1442
STATUS	13	-	10	-	57	-	97	6	-	6	2	60
FAREWELL	1	361	10	436	14	466	14	8	-	-	3	68
FAREWELL	1	361	10	436	14	466	14	8	-	5	2	68
PROVIDE	15	-	13	-	123	-	216	7	-	6	2	611
HEREDITARY	-	-	1	-	1	-	2	10	-	10	5	20
ABILITIES	-	-	-	-	-	-	-	9	-	-	-	-
TERMINATOR	-	-	-	-	-	-	-	10	-	8	4	-
TWEETS	-	-	-	-	-	-	-	6	-	-	-	-
SWIFT	1	338	11	507	18	460	32	5	493	5	1	207
ELEVATORS	-	-	-	-	-	-	-	9	-	-	-	-
COMPETING	1	-	-	-	-	-	-	9	-	-	-	-
OFFER	14	-	13	-	71	-	80	5	-	3	2	946
CARPENTER	1	-	3	-	3	-	6	9	-	7	3	74
TELEVISION	19	-	11	-	36	-	50	10	-	9	4	14
BUTCH	-	-	-	-	-	-	-	5	-	-	1	-
CHARACTERIZED	1	-	-	-	-	-	-	13	-	-	-	-
STROLL	-	-	3	-	4	-	4	6	-	5	1	147
NURSE	4	588	8	537	14	617	17	5	452	3	1	714
QUIBBLE	-	-	1	336	1	393	1	7	-	5	2	2
MAGICAL	-	-	4	-	5	-	12	7	-	7	3	17
SORRY	97	-	11	-	36	-	48	5	-	4	2	761
EFFECTS	1	-	-	-	-	-	-	7	-	-	-	-
TYPICAL	3	268	10	557	52	299	65	7	403	7	3	118
COMMUNICATION	12	399	11	527	35	391	67	13	-	12	5	50
CAFE	-	568	10	531	15	625	20	4	479	4	2	-
HUM	-	-	4	-	4	-	5	3	-	3	1	83
RESOLUTION	-	265	8	433	19	316	64	10	-	9	4	109
MOTIVES	1	-	-	-	-	-	-	7	-	-	-	-
CUCKOO	-	-	-	-	-	-	-	6	-	4	2	7
PISTACHIOS	-	-	-	-	-	-	-	10	-	-	-	-
ALARM	-	-	8	-	13	-	16	5	-	4	2	224
WOUND	-	561	12	474	20	570	28	5	-	4	1	341
EEL	-	634	1	433	1	552	2	3	350	2	1	39
REPUTE	-	-	2	-	2	-	2	6	-	-	2	17
COUPONS	-	-	-	-	-	-	-	7	-	-	-	-
UNDER	43	319	15	544	334	426	707	5	405	4	2	2961
MOTIVATED	-	-	-	-	-	-	-	9	-	-	-	-
OBSTACLES	-	-	-	-	-	-	-	9	-	-	-	-
WILL	197	275	15	584	408	322	2244	4	318	3	1	9573
SCRAMBLED	-	-	5	-	9	-	9	9	-	-	2	-
EXAMINATION	12	464	8	570	21	575	29	11	-	11	5	138
POISONOUS	3	-	3	-	5	-	5	9	-	6	2	30
UPSET	4	282	11	536	14	416	14	5	-	5	2	165
FEAT	-	345	4	449	6	365	6	4	377	3	1	37
TROOPERS	-	-	-	-	-	-	-	8	-	-	-	-
MATERNITY	-	341	-	389	-	502	-	9	-	8	4	30
SOLDERING	-	-	1	-	1	-	1	9	-	-	3	-
ADOPTING	1	-	-	-	-	-	-	8	-	-	-	-
ETCETERA	15	-	2	-	2	-	9	8	-	7	3	-
LAUGH	6	433	9	594	21	528	28	5	528	3	1	1768
POOPS	-	-	-	-	-	-	-	5	-	-	-	-
RESPECTED	1	-	-	-	-	-	-	9	-	-	-	-
GRANDCHILD	-	-	-	-	-	-	-	10	-	9	2	19
INDICATED	-	-	-	-	-	-	-	9	-	-	-	-
TYPES	3	-	-	-	-	-	-	5	-	-	-	-
LOOKED	45	-	-	-	-	-	-	6	-	-	-	-
ILLUSIONS	-	-	-	-	-	-	-	9	-	-	-	-
SEVERELY	-	-	8	-	16	-	16	8	-	-	4	57
CHALLENGES	-	-	-	-	-	-	-	10	-	-	-	-
BOTH	70	322	15	598	337	298	730	4	320	3	1	1703
LOYALTY	1	261	10	491	19	411	22	7	-	6	3	124
DOLLAR	1	575	11	611	32	611	46	6	492	4	2	1790
CRYSTALLIZATION	-	-	2	-	2	-	3	15	-	13	5	-
TOUR	5	-	10	-	26	-	43	4	-	2	1	149
RESEARCHERS	-	-	-	-	-	-	-	11	-	-	-	-
SPACIOUS	-	-	6	-	8	-	9	8	-	6	2	40
TOMATO	-	662	2	574	4	610	4	6	489	6	3	166
OVERACTING	-	-	-	-	-	-	-	10	-	-	-	-
JOINING	-	-	-	-	-	-	-	7	-	-	-	-
STANDS	9	-	-	-	-	-	-	6	-	-	-	-
CIVET	-	-	-	-	-	-	-	5	-	5	2	-
FULL	27	378	15	594	166	437	230	4	448	3	1	1129
MAY	157	332	15	576	343	370	1400	3	405	2	1	4293
DISTINCTION	8	265	12	492	31	314	41	11	-	10	3	111
SNOWMAN	-	-	-	-	-	-	-	7	-	-	-	-
BOTHERED	4	-	-	-	-	-	-	8	-	-	-	-
TACKLED	1	-	-	-	-	-	-	7	-	-	2	-
UNSOLICITED	-	-	-	-	-	-	-	11	-	11	5	-
PAGE	20	571	14	603	46	555	66	4	380	3	1	3610
HUMBLE	1	231	7	519	16	377	18	6	452	5	2	121
LUMP	1	542	3	501	6	546	7	4	-	4	1	117
COPING	1	-	4	-	6	-	8	6	-	5	2	3
ESTIMATES	1	-	-	-	-	-	-	9	-	-	-	-
RAISING	1	-	12	-	29	-	34	7	-	-	2	-
MANTELPIECE	-	-	-	-	-	-	-	11	-	8	3	18
ACCORDING	7	-	14	-	98	-	139	9	-	6	3	385
HUMILIATE	-	-	-	-	-	-	-	9	-	9	4	54
ONES	51	-	-	-	-	-	-	4	-	-	-	-
BABE	1	562	3	370	5	562	8	4	-	3	1	53
SMOKES	2	-	-	-	-	-	-	6	-	-	-	-
COMMENCE	-	-	1	489	3	-	3	8	-	6	2	82
NIGHTMARE	1	-	6	-	7	-	9	9	-	5	2	78
PRINCIPIA	-	-	1	-	1	-	1	9	-	-	3	-
SCALPER	-	-	-	-	-	-	-	7	-	-	2	-
AS	912	158	15	586	500	224	7250	2	238	2	1	30693
ENSURE	-	-	5	-	7	-	8	6	-	4	2	5
VENDING	-	-	-	-	-	-	-	7	-	-	-	-
INVOLVED	16	-	15	586	105	363	147	8	-	-	3	-
BALL	1	615	12	575	38	622	110	4	515	3	1	503
THUMB	6	638	6	601	10	599	10	5	-	3	1	150
ASS	2	-	5	-	5	-	5	3	-	2	1	12
SADDEST	-	-	-	-	-	-	-	7	-	-	-	-
MASTERING	-	-	-	-	-	-	-	9	-	-	-	-
BACKSEAT	-	-	-	-	-	-	-	8	-	-	-	-
BOUNDS	-	-	-	-	-	-	-	6	-	-	-	-
GLORY	-	304	7	493	12	389	21	5	415	5	2	186
HYPOCRITE	-	-	2	-	2	-	2	9	-	8	3	12
DISCOVERY	1	332	10	513	23	401	45	9	-	9	4	200
LIES	2	-	-	-	-	-	-	4	-	-	-	-
ASSAULT	-	410	5	470	12	481	15	7	-	5	2	46
EXCEEDINGLY	4	-	6	-	8	-	8	11	-	-	4	72
SPOILING	-	-	-	-	-	-	-	8	-	-	-	-
FLOATING	6	-	7	-	12	-	12	8	-	-	2	-
ARMENIAN	-	-	1	-	1	-	1	8	-	7	3	-
GLAMOUR	-	-	4	-	5	-	5	7	-	5	2	55
CARRYING	5	-	14	-	60	-	71	8	-	-	2	-
SUSPENSION	-	-	5	-	9	-	12	10	-	9	3	47
SUBSUME	-	-	-	-	-	-	-	7	-	7	2	-
AUSPICIOUS	-	-	1	-	1	-	1	10	-	7	3	5
REGARDING	1	-	-	-	-	-	-	9	-	-	-	-
THICKNESS	-	-	4	-	12	-	44	9	-	-	2	40
MONKEY	-	566	3	531	4	588	9	6	448	5	2	64
RAYS	-	-	-	-	-	-	-	4	-	-	-	-
SEPARATED	2	-	-	-	-	-	-	9	-	-	-	-
